Scholarship Name,Description,Scholarship Type,Amount,Opening Date,Deadline,Status,Degree Level,URL
HEC Need Based Scholarship ,"​The Higher Education Commission (HEC) Need-Based Scholarship is designed to assist financially disadvantaged students pursuing undergraduate studies at recognized public sector universities, including the University of Haripur (UoH).​",need,0.0,2025-08-04,2025-09-30,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67ef834dc01759ffe6a57ce1
Merit Base Scholarship,The University of Haripur (UoH) offers Merit-Based Scholarships to recognize and reward outstanding academic performance among its students.,merit,0.0,2025-01-06,2025-09-30,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67ef824ac01759ffe6a57c2d
Pakistan Bait-ul-Mal Scholarships,Pakistan Bait-ul-Mal (PBM) offers educational assistance to deserving students enrolled in government institutions like the University of Haripur (UoH). This support aims to aid students from low-income families in completing their education by covering various academic expenses.,need,0.0,2025-08-04,2025-09-30,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67ef8188c01759ffe6a57b51
Balochistan Education Endowment Fund (BEEF) Scholarship,"The BEEF Scholarship aims to provide financial assistance to deserving and high-achieving female students enrolled at SBKWU Nushki Campus, promoting higher education opportunities for women in Balochistan.",merit,0.0,2025-06-10,2025-08-04,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67ed33c5c01759ffe6a5311d
Merit-Based Scholarships,SBKWU Merit-Based Scholarship is offered to encourage outstanding academic performers at SBKWU Pishin Campus. This scholarship aims to reward students who consistently maintain high academic achievements during their studies.,merit,0.0,2025-08-04,2025-09-01,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67ed31a5c01759ffe6a53073
Merit based scholarships ,"The Merit-Based Scholarships at Faisalabad Medical University reward students with exceptional academic performance. These scholarships are awarded based on high marks in previous exams. The amount varies, often covering a percentage of tuition fees. Students are typically considered automatically, but a separate application may be required in some cases.

",merit,0.0,2025-04-07,2025-05-06,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67ed0e51c01759ffe6a52807
Merit based scholarships ,"The Merit-Based Scholarships reward students with exceptional academic performance. These scholarships are awarded based on high grades in previous studies, such as high school or prior degrees. The amount varies, with top achievers receiving significant tuition fee reductions. Students are generally considered automatically, though some may need to submit a separate application.

",merit,0.0,2025-04-01,2025-05-01,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67ed0d51c01759ffe6a526a7
Need- based scholarships ,"The Need-Based Scholarships at BUETK assist students who demonstrate financial hardship but have academic potential. Eligible students must provide financial documents to support their need. The scholarship amount varies based on the student’s financial situation. Students can apply by submitting academic and financial records to the university's financial aid office.

",need,0.0,2025-03-03,2025-04-25,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67ed0bd2c01759ffe6a525b9
Need Based Scholarships ,"The Merit Scholarship at Superior University rewards students based on academic performance. For undergraduates, it offers up to 100% tuition coverage for those with 95% or above marks, with varying percentages for lower ranges. Postgraduate students with a CGPA of 3.5 or above are eligible for 25% off tuition. No separate application is needed; scholarships are awarded automatically based on academic records.

",merit,0.0,2025-03-03,2025-04-25,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67ed0a5ac01759ffe6a523e1
Balochistan Education Endowment Fund (BEEF) Scholarship​,"The BEEF Scholarship aims to provide financial assistance to deserving and high-achieving students from Balochistan, facilitating their pursuit of higher education.",merit,0.0,2025-07-01,2025-08-25,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67ed0151c01759ffe6a51fde
CUSIT Merit-Based Scholarship,CUSIT offers merit-based scholarships to encourage and reward high-achieving students who demonstrate outstanding academic performance.,merit,0.0,2025-06-02,2025-07-30,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67ec3264c01759ffe6a4f78f
Kinship Scholarship,This scholarship is offered to students who have one or more siblings concurrently enrolled at Lahore Leads University. It aims to provide financial relief to families with multiple students at the university.,need,0.0,2025-07-01,2025-08-01,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67e8104cc01759ffe6a4d372
Need-Based Scholarship,This scholarship is awarded to deserving students from financially weak backgrounds to help them continue their higher education.,need,0.0,2025-07-01,2025-08-01,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67e80e80c01759ffe6a4d32c
Merit Based Scholarship,"A financial award for academically high-performing students at the time of admission or during their studies, to encourage academic excellence.",merit,0.0,2025-07-01,2025-08-01,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67e80d13c01759ffe6a4d2e6
Merit Based Scholarship,This scholarship is awarded to students with outstanding academic performance in previous qualifications or during their studies at KASBIT.,merit,0.0,2025-07-01,2025-08-10,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67e6c6e1c01759ffe6a4ce4a
Merit-Based Scholarships,Baqai Medical University (BMU) offers Merit-Based Scholarships to recognize and reward academic excellence among its students. These scholarships are designed to encourage high-achieving students to pursue their studies without financial constraints.,merit,0.0,2025-10-01,2025-11-03,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67e54bf1c01759ffe6a46b74
Pakistan Bait-Ul-Mal Scholarship,"The Pakistan Bait-ul-Mal (PBM) scholarship program provides educational assistance to deserving and brilliant poor students in government educational institutions, focusing on fulfilling immediate needs and promoting economic empowerment through rehabilitation. ",need,0.0,2025-01-01,2025-02-23,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67e43458c01759ffe6a4331a
Khyber Pakhtunkhwa Education Foundation (KPEF) Scholarship,"Provides financial aid to deserving students; the application deadline for the 2024-25 session was extended to February 27, 2025.",need,0.0,2025-01-01,2025-02-27,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67e4317ec01759ffe6a43236
Ehsaas Undergraduate Scholarship Program ,"A need-based program covering tuition fees and providing a monthly stipend for students from households earning below PKR 45,000 per month.",need,0.0,2025-11-03,2025-12-31,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67e429e7c01759ffe6a430d4
Benazir Undergraduate Scholarship Program (BUSP)​,"A collaboration between the Higher Education Commission (HEC) and the Benazir Income Support Program, BUSP provides merit and need-based scholarships to deserving students, aiming to alleviate financial barriers to higher education. ",need,0.0,2025-09-01,2025-10-01,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67e3f4cbc01759ffe6a42ab9
 Need-Based Scholarships:,"Preston University offers Need-Based Scholarships to support students facing financial difficulties, ensuring that deserving students can continue their education without financial constraints.",need,0.0,2025-07-01,2025-08-04,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67e2e8b2c01759ffe6a3a08b
Ehsaas / Benazir Undergraduate Scholarship Program,A need-based scholarship program by the Government of Pakistan for financially disadvantaged undergraduate students. Covers tuition and monthly living stipend.,need,0.0,2025-10-01,2025-10-01,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67e2382cc01759ffe6a36503
Competitive Merit Scholarships,"Preston University offers Competitive Merit Scholarships, providing 100% and 75% fee waivers to first-division holders based on competitive tests. A total of 600 scholarships are awarded annually across all campuses.",merit,0.0,2025-08-01,2025-09-03,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67e1a51ec01759ffe6a35079
Punjab Educational Endowment Fund (PEEF),"The scholarships are being offered under the supervision of Punjab Educational Endowment Fund (PEEF) which was started in 2008 by Chief Minister of Punjab. The basic purpose behind established Punjab Educational Endowment Fund (PEEF) is to provide scholarships to talented and needy students who aren’t able to pursue their higher education due to financial constraints. Scholarships are not only granted to the students of Punjab but also to the residence of Gilgit Baltistan, AJK, Islamabad and FATA.",merit,0.0,2025-08-04,2024-09-29,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67e17446c01759ffe6a33ab8
Crescent Bahuman Limited Scholarships ,The CBL Scholarships is open only to the full-time students’ needs financial assistance and having CGPA 2.75 and above in the domain of BS Textile Engineering.,need,0.0,2025-02-03,2025-03-31,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67e1729ac01759ffe6a33a01
Kamal Mills Scholarships ,"The Kamal Mills Scholarships is open only to the full-time students’ needs financial assistance and having CGPA 2.75 and above in the following programs:

BS Textile Engineering
BS Textile Management & Marketing or BS Apparel and Merchandizing or BBA
Bachelor of Textile Design",need,0.0,2025-02-03,2024-03-14,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67e171adc01759ffe6a33977
MORA Scholarships ,MORA Scholarship is designed by Ministry of Religious Affairs for needy students from District Zakat Fund.,need,0.0,2025-10-01,2024-11-10,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67e17091c01759ffe6a338ed
CHT Scholarships ,The CHT Scholarships is open only to the full-time students' needs financial assistance and having CGPA 3.0 and above to conduct his/her BS project in the domain of Textile Processing in following program: BS Textile Engineering (Textile Processing only),merit,0.0,2025-02-03,2025-03-24,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67e16ea8c01759ffe6a337fe
NEST Scholarships ,"The NEST scholarship, formerly known as the National Endowment Scholarships for Talent, is now managed by the Pakistan Educational Endowment Fund (PEEF) and focuses on empowering students in critical sectors like nursing, arts, and culture, providing financial assistance to those facing financial barriers.",need,0.0,2025-03-03,2025-04-24,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67e12665c01759ffe6a3363c
Ehsaas Undergraduate Scholarship Program,"The Ehsaas Undergraduate Scholarship Program (EUSP) is a flagship initiative by the Government of Pakistan, aiming to support financially challenged students in pursuing higher education. 
Scholarship covers university tuition fee and stipend throughout four-five years of degree duration. It is a significant step to ensure affordable higher education in all major fields of education including agriculture, arts and humanities, business education, engineering, medical, physical sciences, and social sciences.
The Program covers funds for the following expenses:
University fee as per actual fee as per actual
Annual Stipend",need,0.0,2025-09-01,2025-10-30,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67e121c7c01759ffe6a33598
HEC Need based Scholarship,"​The Higher Education Commission (HEC) Need-Based Scholarship at Karakoram International University (KIU) Hunza Campus is designed to support financially disadvantaged students pursuing undergraduate programs. This scholarship covers full tuition fees and, in some cases, hostel fees, aiming to alleviate financial barriers to higher education.

Coverage: Full tuition fee; hostel fee may also be covered.​

Renewal: Scholarships are renewable each year, contingent upon maintaining eligibility criteria.​

Stipend: A monthly stipend of PKR 6,000 is provided for the duration of the program. ",need,0.0,2025-08-25,2025-10-10,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67e0fa1fc01759ffe6a332ac
Batool Muzaffar Scholarship,The Batool Muzaffar Scholarship is open only to the full-time students’ needs financial assistance and having CGPA 3.0 and above to conduct his/her BS in any domain of offered programs by university (preferably Engineering).,merit,0.0,2025-07-01,2025-08-01,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67e11f11c01759ffe6a333a3
Ehsaas / Benazir Undergraduate Scholarship Program,Government of Pakistan initiative offering full support to undergraduate students from low-income families.,need,0.0,2025-09-01,2025-10-01,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67de631dc01759ffe6a31570
USAID Funded Merit and Needs Based Scholarship Program (MNBSP),"A scholarship program for academically strong but financially needy Pakistani students, covering all academic and living costs.",need,0.0,2025-08-04,2025-09-24,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67de5e1cc01759ffe6a312c2
Merit-Based Scholarships,"Hazara University offers Merit-Based Scholarships to assist deserving and meritorious students, ensuring that financial constraints do not hinder their education.",merit,0.0,2025-12-01,2026-01-19,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67dd8f16c01759ffe6a2f2b5
Gilgit-Baltistan Undergraduate Scholarship,This HEC-funded program specifically supports students from Gilgit-Baltistan pursuing undergraduate degrees at public universities like KIU.,need,0.0,2025-09-10,2025-11-25,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67dd1281c01759ffe6a2dbd2
HEC Need based Scholarship,This scholarship is offered to deserving students facing financial constraints.,need,0.0,2025-09-10,2025-11-25,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67dd11e2c01759ffe6a2db3a
PEEF Scholarship Program,The Punjab Educational Endowment Fund (PEEF) Undergraduate -Level scholarships are often extended to students of KIU.,need,0.0,2025-09-10,2025-11-25,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67dd10e1c01759ffe6a2da80
Shahid Hussain Foundation Scholarship,"Established in 2017, this scholarship supports international undergraduate students from SAARC member countries (excluding Pakistan), enabling them to study at LUMS",need,0.0,2025-08-04,2025-09-01,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67db29965dcd9decfd0fd89e
Merit Based Scholarship,"Merit-based scholarships are awarded to students based on their achievements, talents, or other personal merits, such as academic performance, exceptional skills, or leadership qualities, rather than financial need. ",merit,0.0,2025-08-04,2025-09-20,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67da9f9c5dcd9decfd0fb82a
Merit Based Scholarship,"Merit-based scholarships are awarded to students based on their achievements, talents, or other personal merits, such as academic performance, exceptional skills, or leadership qualities, rather than financial need. ",merit,0.0,2025-08-04,2025-09-20,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67da88e15dcd9decfd0fac46
Chinese Government Scholarship (CGS) Program,"The CGS Program offers international students the opportunity to pursue undergraduate, master's, or doctoral degrees in various disciplines at designated Chinese universities. The scholarship covers tuition fees, accommodation, medical insurance, and provides a monthly stipend.",merit,0.0,2025-11-01,2024-12-18,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67da74bd5dcd9decfd0fa065
HEC Need-Based Scholarships ,"This program, initiated by the Higher Education Commission (HEC) of Pakistan, aims to provide financial assistance to academically talented students from financially disadvantaged backgrounds, enabling them to pursue higher education without financial constraints.",need,0.0,2025-08-04,2025-09-19,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67da71235dcd9decfd0f9e00
Pakistan Bait-ul-Mal Educational Stipend,"This scholarship provides financial assistance to needy, deserving, and brilliant students of public sector educational and technical institutions, enabling them to complete their education without financial hindrance",need,0.0,2025-08-04,2025-09-30,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67da6df25dcd9decfd0f9a86
 PEF-EDHI Scholarship,A collaboration between the Professional Education Foundation and the Edhi Foundation to assist students in need.,need,0.0,2025-08-04,2025-09-29,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67d96acc5dcd9decfd0f5d6f
HEC Need Based Scholarships,"The funds for scholarships are not transferred directly to students by HEC, but through the participating university. 
In addition to tuition fee coverage, every grantee will be paid a stipend. 
Selection is based on need and merit, as well as the availability of funds. 
Candidates may be required to appear for interviews. 
For more information about HEC scholarships, you can visit the HEC website: https://www.hec.gov.pk/ 
University of Gujrat Website:
You can also find information on the University of Gujrat website: https://uog.edu.pk/ ",need,0.0,2025-12-01,2026-01-18,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67d945965dcd9decfd0f5216
Need-Based Scholarship,This program provides financial support to students whose financial circumstances have changed after their admission to the university. The assistance aims to ensure that deserving students can continue their education without undue financial burden.,need,0.0,2025-07-01,2025-08-20,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67d84de45dcd9decfd0f29ab
Merit Based Scholarship,"A merit scholarship is a financial award granted to students based on their academic achievements, talents, or other exceptional abilities, rather than financial need.",merit,0.0,2025-07-01,2025-08-20,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67d84c425dcd9decfd0f2946
IBA Financial Aid (FA) Program,"The Institute of Business Administration (IBA) Karachi offers need-based financial assistance in the form of scholarships, bridge financing, and Qarz-e-Hasna (interest-free loan) to deserving students, covering tuition fees for morning programs up to the 8th semester. ",need,0.0,2025-04-01,2025-05-02,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67d841e85dcd9decfd0f2190
Ehsaas Undergraduate Scholarship Program,"The Ehsaas Undergraduate Scholarship Program (EUSP) is a flagship initiative by the Government of Pakistan, aiming to support financially challenged students in pursuing higher education. At the Institute of Business Administration (IBA) Karachi, this program offers comprehensive financial assistance to deserving undergraduate students.
Target: Students from low-income families and marginalized regions.
Coverage: Full tuition fee and a monthly stipend.
Programs: All undergraduate programs are covered.",need,0.0,2025-09-01,2025-10-30,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67d83f105dcd9decfd0f1e08
USAID Need-Based Scholarship,Supports academically qualified but financially needy students in obtaining higher education.,need,0.0,2025-09-01,2025-10-15,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67d819c95dcd9decfd0f1538
 Honhaar Scholarship Program,"The Honhaar Scholarship Program is an initiative by the Punjab Higher Education Commission (PHEC) aimed at supporting talented students facing financial challenges. It offers 100% tuition fee coverage across 68 disciplines, including Engineering, Medical Sciences, Agriculture, and Information Technology",need,0.0,2025-11-03,2025-12-17,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67d80bbe5dcd9decfd0efa3d
International Committee of the Red Cross (ICRC) Scholarship,The International Committee of the Red Cross (ICRC) offers scholarship to the students of Bahria University who have an interest in pursuing a career in International Humanitarian Law (IHL).,merit,0.0,2025-01-01,2025-02-04,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67d328f15dcd9decfd0e5029
Merit Based Scholarship,"The Government of Punjab gives 42 scholarships to indigent students having domicile of Punjab. Newly admitted students in any campus of the university can apply for this scholarship.
The scholarship covers some portion of the tuition fee. The remaining tuition fee can be given by the University as Qarz-e-Hasna.
",merit,0.0,2025-06-02,2025-07-05,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67d32b235dcd9decfd0e549c
Frontier Education Foundation (FEF) Scholarship Program (KPK),Frontier Education Foundation launched scholarship scheme for the poor and deserving students of Khyber-Pakhtunkhwa. The basic criterion for this scholarship is based on Merit cum-in-affordability. The Foundation selected highly prestigious educational institutions at national level for this scholarship and Bahria University is one of them.,need,0.0,2025-01-01,2025-02-25,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67d3278c5dcd9decfd0e4eed
Punjab Education Endowment Fund (PEEF),"Punjab Educational Endowment Fund is committed to bring ease to the future generation. A full-featured web based interface with the aim to facilitate the students to check the status of their scholarships, access Alumni Portal and much more",merit,0.0,2025-12-01,2025-01-30,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67d31b385dcd9decfd0e4c1c
Sindh Endowment Fund Scholarship - SEF,"Govt. of Sindh is providing Scholarships to the needy and meritorious students of Sindh, seeking Higher Education in Institutions of Higher Education (undergraduate level programs of Engineering (Electrical, Computer and Software) & Medicine (MBBS & BDS) only) for the academic year 2019, covering cost of admission and tuition fee.",merit,0.0,2025-01-01,2025-02-25,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67d319605dcd9decfd0e4b7b
Pakistan Bait-ul-Mal Scholarship,Financial assistance for deserving students to support their educational expenses. Pakistan Bait-ul-Mal (PBM)  is an autonomous charity organization which operates under the Prime Minister's Secretariat.,need,0.0,2025-12-01,2026-01-30,Open,Bachelors,https://scholarbee.pk/scholarship-details/67d317a25dcd9decfd0e4b04
Ehsaas Undergraduate Scholarship Program,A need-based scholarship aimed at providing higher education opportunities to financially disadvantaged students. Govt. of Pakistan has announced Ehsaas Scholarship Program which facilitates students enrolled in 4-year undergraduate programs overs tuition fee and stipend.,need,0.0,2025-12-01,2026-01-30,Open,Bachelors,https://scholarbee.pk/scholarship-details/67d30e9b5dcd9decfd0e4a66
Bahria University Sponsored Scholarships - BU,"Top three position holders from all Boards of Intermediate and Secondary Education (BISE) are awarded a 75% tuition fee waiver for the first semester.
Undergraduate Programs:
Top three scorers across all engineering programs, management sciences, and computer sciences with at least a 70% aggregate score in the entrance test receive tuition fee waivers as follows:
1st Position: 75% waiver
2nd Position: 50% waiver
3rd Position: 30% waiver",merit,260.0,2025-01-01,2025-02-21,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67d264a15dcd9decfd0e0c90
Pakistan Bait ul Mal Scholarship,"This scholarship aims to support financially disadvantaged and meritorious students by covering various educational expenses, enabling them to pursue their studies without financial burden.",need,0.0,2025-11-12,2025-12-31,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67d1c9b95dcd9decfd0e0837
Diya Pakistan Scholarship,"Diya Pakistan provides need-based scholarships to talented and deserving students pursuing undergraduate and master's level programs. The scholarship aims to support students facing financial constraints, enabling them to continue their higher education without monetary hindrances.",need,0.0,2025-11-03,2025-12-31,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67d1c7125dcd9decfd0e068a
Ihsan Trust Interest-Free Loan Scheme (Qarz-e-Hasna),Ihsan Trust provides interest-free loans to deserving students to help them pursue their education without financial burdens. This scheme is available to UoK students who meet the eligibility criteria.,need,0.0,2025-02-03,2025-03-07,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67d1c2de5dcd9decfd0e05ca
Balochistan Educational Endowment Fund - BEEF,"The Balochistan Education Endowment Fund, (BEEF) is a revolutionary initiative of the Government of Balochistan which plays a vital role in strengthening the quality education and all scholarships are being given to the poorest but brilliant male and female students purely on merit basis",merit,0.0,2025-12-01,2026-01-15,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67d1c0f35dcd9decfd0e045b
Sindh Educational Endowment Fund - SEEF just,"SEEF refers to the Sindh Educational Endowment Fund, a trust established by the Sindh Education Department to provide financial assistance to talented and needy students in Sindh, Pakistan, with a focus on higher education and economic growth. 
",need,0.0,2025-11-20,2025-12-03,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67d1bdcd5dcd9decfd0e039d
Higher Education Commission (HEC) Need-Based Scholarships,"The Higher Education Commission (HEC) offers a Need-Based Scholarship Program for undergraduate students at selected public sector Pakistani universities, including the University of Karachi (UoK), covering university fees and a stipend, and the UoK handles application and renewal processes for this scholarship. ",need,0.0,2025-01-01,2025-02-18,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67d1bbbe5dcd9decfd0e0319
University of Karachi Alumni Association (UKAA),"The UKAA, based in the Washington DC–Baltimore area, has been providing merit-cum-need-based scholarships since 2004. In 2023, they awarded over 914 scholarships to students pursuing Intermediate, Bachelor, and Master degrees in fields such as Science, Pharmacy, Engineering, Medicine, and Business Administration. ",merit,0.0,2025-03-01,2025-04-30,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67d1b9be5dcd9decfd0e020d
Pakistan Education Endowment Fund (PEEF),"PEEF (Punjab Educational Endowment Fund) is a scholarship program established by the Government of Punjab, Pakistan. It provides financial assistance to talented and deserving students, enabling them to pursue higher education. The fund primarily supports students from low-income backgrounds, including orphans, children of government employees in low-grade positions, minorities, and students with disabilities.",merit,17.1,2025-02-01,2025-03-30,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67d1afe75dcd9decfd0e00b8
HEC Need-Based Scholarship,Financial assistance provided by the Higher Education Commission (HEC) of Pakistan to support financially disadvantaged students.,need,0.0,2025-11-24,2025-12-26,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67d17de65dcd9decfd0df351
HEC Need-Based Scholarship,Financial assistance provided by the Higher Education Commission (HEC) of Pakistan to support financially disadvantaged students.,need,0.0,2025-11-24,2025-12-26,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67d17cee5dcd9decfd0df269
HEC Scholarships,"Abasyn University in Peshawar offers various HEC (Higher Education Commission) scholarships and financial aid programs, including merit-based tuition fee waivers and need-based scholarships, to support students' education. ",merit,0.0,2025-02-03,2025-03-12,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67d161265dcd9decfd0de6be
HEC Need Base Scholarships,"The Higher Education Commission (HEC) offers need-based scholarships at Bahauddin Zakariya University (BZU) to support financially disadvantaged students, providing access to modern education and career opportunities. The scholarship is intended to enable students to acquire high-quality education and elevate their socio-economic status. ",need,0.0,2025-02-03,2025-03-13,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67d14de25dcd9decfd0dd5b2
Kinship Fee Concession,The Kinship Fee Concession offered by Sir Syed CASE Institute of Technology (SS-CASE-IT) is designed to provide financial relief to families with more than one sibling enrolled at the university.,merit,0.0,2025-07-07,2025-08-21,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67cec77d5dcd9decfd0d0e4c
Punjab Educational Endowment fund PEEF Scholarship ,"The Punjab Educational Endowment Fund (PEEF) offers scholarships to support talented and financially needy students in Punjab, enabling them to pursue higher education. Students at the University of Veterinary and Animal Sciences (UVAS) may be eligible for these scholarships if they meet certain criteria.",need,0.0,2025-09-08,2025-10-09,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67caa5665dcd9decfd0c7116
Banazir UG Scholarships ,"At the University of Veterinary and Animal Sciences (UVAS), the Benazir Undergraduate Scholarship Project provides financial assistance to eligible students who meet the program's criteria. ",need,0.0,2025-09-08,2025-10-09,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67caa2fe5dcd9decfd0c6f02
Merit Scholarship,UVAS awards merit scholarships to high-performing students in recognition of their academic excellence. These scholarships are distributed annually based on the students' performance in their respective degree programs.,merit,0.0,2025-09-08,2025-10-09,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67ca99de5dcd9decfd0c6ca1
Internal Merit District Scholarship, This scholarship is awarded by the respective district of the student based on academic merit. This is a merit based scholarship offered by the District Education Officers of the concerned Districts from where a student has obtained his/her last educational certificate/degree.,merit,0.0,2025-09-04,2025-10-13,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67c951605dcd9decfd0c0ff0
HEC Need based Scholarship,"The Higher Education Commission (HEC) of Pakistan offers a Need-Based Scholarship Program to assist financially disadvantaged students in pursuing undergraduate studies at selected public sector universities, including Government College University (GCU) Lahore.",need,0.0,2025-09-01,2025-10-13,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67c94afd5dcd9decfd0c0de3
National Endowment Scholarships for Talent (NEST),"The National Endowment Scholarships for Talent (NEST) has been rebranded as the Pakistan Education Endowment Fund (PEEF). NEST aims to support financially disadvantaged yet talented students in pursuing higher education, thereby promoting education and alleviating poverty through capacity building. ",need,0.0,2025-10-06,2025-03-16,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67c86c2d5dcd9decfd0beac2
HEC Need-Based Scholarship,"This scholarship aims to provide opportunities for talented students who face financial constraints, enabling them to access quality education at KMU. It is available for undergraduate and graduate students across all disciplines.​",need,6000.0,2025-09-01,2025-10-18,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67c599485dcd9decfd0aaeaf
HEC Need based Scholarship,"Khyber Medical University in collaboration with HEC aims to provide support to needy & deserving students by providing access to quality education through different endeavours one of which is needs-based scholarships. Keeping in view the financial constraints of the area barring students from acquiring higher education HEC has allocated 14 slots for Khyber Medical University, Peshawar in its need based scholarship program. ",need,0.0,2025-09-01,2025-10-15,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67c5789e45546a7037b7bc3b
HEC Need based Scholarship,"Khyber Medical University in collaboration with HEC aims to provide support to needy & deserving students by providing access to quality education through different endeavours one of which is needs-based scholarships. Keeping in view the financial constraints of the area barring students from acquiring higher education HEC has allocated 14 slots for Khyber Medical University, Peshawar in its need based scholarship program. ",need,0.0,2025-11-03,2025-10-13,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67c5763945546a7037b7bb32
HEC Need based Scholarship,"Khyber Medical University in collaboration with HEC aims to provide support to needy & deserving students by providing access to quality education through different endeavours one of which is needs-based scholarships. Keeping in view the financial constraints of the area barring students from acquiring higher education HEC has allocated 14 slots for Khyber Medical University, Peshawar in its need based scholarship program. ",need,0.0,2025-09-01,2025-10-15,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67c56d8a45546a7037b7b595
HEC Need based Scholarship,"The National University of Technology (NUTECH) offers Need-Based Scholarships to assist financially disadvantaged yet deserving students in pursuing their undergraduate studies. These scholarships aim to alleviate the financial burden on students and are awarded based on the financial background of the applicant's family.
Types of Scholarships:

Full Scholarship: Provides a 100% tuition fee waiver.
Partial Scholarship: Offers a tuition fee waiver of 25% or more",need,0.0,2025-06-09,2025-09-15,Expired,Bachelors,https://scholarbee.pk/scholarship-details/67c2f57045546a7037b728f0
